answer_uid,volume,id_str,page_no,question_id_hint,reason,question_uid_candidates
v1:11.6.57,1,11.6.57,371,312112,question_id_not_in_questions_dataset,
v1:11.6.58,1,11.6.58,371,312114,question_id_not_in_questions_dataset,
v1:11.6.59,1,11.6.59,371,40202,question_id_not_in_questions_dataset,
v1:11.6.60,1,11.6.60,371,40204,question_id_not_in_questions_dataset,
v1:11.6.61,1,11.6.61,371,40206,question_id_not_in_questions_dataset,
v1:11.6.62,1,11.6.62,371,31522,question_id_not_in_questions_dataset,
v1:11.6.63,1,11.6.63,371,31529,question_id_not_in_questions_dataset,
v1:11.6.64,1,11.6.64,371,31533,question_id_not_in_questions_dataset,
v1:11.6.65,1,11.6.65,371,40214,question_id_not_in_questions_dataset,
v1:11.6.66,1,11.6.66,371,40215,question_id_not_in_questions_dataset,
v1:11.6.67,1,11.6.67,371,40223,question_id_not_in_questions_dataset,
v1:11.6.68,1,11.6.68,371,40235,question_id_not_in_questions_dataset,
v1:11.6.69,1,11.6.69,371,40271,question_id_not_in_questions_dataset,
v1:11.6.70,1,11.6.70,371,40290,question_id_not_in_questions_dataset,
v1:11.6.71,1,11.6.71,371,40301,question_id_not_in_questions_dataset,
v1:11.6.72,1,11.6.72,371,41660,question_id_not_in_questions_dataset,
v1:11.6.73,1,11.6.73,371,41665,question_id_not_in_questions_dataset,
v1:11.6.74,1,11.6.74,371,41492,question_id_not_in_questions_dataset,
v1:11.6.75,1,11.6.75,371,41507,question_id_not_in_questions_dataset,
v1:11.6.76,1,11.6.76,371,41510,question_id_not_in_questions_dataset,
v1:11.6.77,1,11.6.77,371,41141,question_id_not_in_questions_dataset,
v1:11.6.78,1,11.6.78,371,40176,question_id_not_in_questions_dataset,
v1:11.6.79,1,11.6.79,371,39489,question_id_not_in_questions_dataset,
v1:11.6.80,1,11.6.80,371,39490,question_id_not_in_questions_dataset,
v1:11.6.81,1,11.6.81,371,38935,question_id_not_in_questions_dataset,
v1:11.6.82,1,11.6.82,371,39516,question_id_not_in_questions_dataset,
v1:11.6.83,1,11.6.83,371,40166,question_id_not_in_questions_dataset,
v1:11.6.84,1,11.6.84,371,40167,question_id_not_in_questions_dataset,
v1:11.6.85,1,11.6.85,371,110868,question_id_not_in_questions_dataset,
v1:11.6.86,1,11.6.86,371,110881,question_id_not_in_questions_dataset,
v1:11.6.87,1,11.6.87,371,108069,question_id_not_in_questions_dataset,
v1:11.6.88,1,11.6.88,371,108478,question_id_not_in_questions_dataset,
v1:11.6.89,1,11.6.89,371,108240,question_id_not_in_questions_dataset,
v1:11.6.90,1,11.6.90,371,108249,question_id_not_in_questions_dataset,
v1:11.6.91,1,11.6.91,371,313488,question_id_not_in_questions_dataset,
v1:11.6.92,1,11.6.92,371,313276,question_id_not_in_questions_dataset,
v1:11.6.93,1,11.6.93,371,313278,question_id_not_in_questions_dataset,
v1:11.6.94,1,11.6.94,371,313395,question_id_not_in_questions_dataset,
v1:11.6.95,1,11.6.95,371,313396,question_id_not_in_questions_dataset,
v1:11.6.96,1,11.6.96,372,205087,question_id_not_in_questions_dataset,
v1:11.6.97,1,11.6.97,372,205088,question_id_not_in_questions_dataset,
v1:11.6.98,1,11.6.98,372,205205,question_id_not_in_questions_dataset,
v1:11.6.99,1,11.6.99,372,205206,question_id_not_in_questions_dataset,
v1:11.6.100,1,11.6.100,372,205097,question_id_not_in_questions_dataset,
v1:11.6.101,1,11.6.101,372,205098,question_id_not_in_questions_dataset,
v1:11.6.102,1,11.6.102,372,313656,question_id_not_in_questions_dataset,
v1:11.6.103,1,11.6.103,372,313634,question_id_not_in_questions_dataset,
v1:11.6.104,1,11.6.104,372,313641,question_id_not_in_questions_dataset,
v1:11.6.105,1,11.6.105,372,313443,question_id_not_in_questions_dataset,
v1:11.6.106,1,11.6.106,372,313377,question_id_not_in_questions_dataset,
v1:11.6.107,1,11.6.107,372,313541,question_id_not_in_questions_dataset,
v1:11.6.108,1,11.6.108,372,313568,question_id_not_in_questions_dataset,
v1:11.6.109,1,11.6.109,372,313744,question_id_not_in_questions_dataset,
v1:11.6.110,1,11.6.110,372,313602,question_id_not_in_questions_dataset,
v1:11.6.111,1,11.6.111,372,313604,question_id_not_in_questions_dataset,
v1:11.6.112,1,11.6.112,372,313586,question_id_not_in_questions_dataset,
v1:11.6.113,1,11.6.113,372,313590,question_id_not_in_questions_dataset,
v1:11.7.1,1,11.7.1,372,461027,question_id_not_in_questions_dataset,
v1:11.8.1,1,11.8.1,372,41142,question_id_not_in_questions_dataset,
v1:11.8.2,1,11.8.2,372,39504,question_id_not_in_questions_dataset,
v1:11.8.3,1,11.8.3,372,313663,question_id_not_in_questions_dataset,
v1:11.9.3,1,11.9.3,372,312113,question_id_not_in_questions_dataset,
v1:11.9.4,1,11.9.4,372,40203,question_id_not_in_questions_dataset,
v1:11.9.5,1,11.9.5,372,31519,question_id_not_in_questions_dataset,
v1:11.10.1,1,11.10.1,372,411888,question_id_not_in_questions_dataset,
v1:11.10.2,1,11.10.2,372,411883,question_id_not_in_questions_dataset,
v1:11.10.6,1,11.10.6,372,774,question_id_not_in_questions_dataset,
v1:11.10.16,1,11.10.16,372,411733,question_id_not_in_questions_dataset,
v1:11.10.17,1,11.10.17,372,411753,question_id_not_in_questions_dataset,
v1:11.10.18,1,11.10.18,372,411897,question_id_not_in_questions_dataset,
v1:11.10.19,1,11.10.19,372,411912,question_id_not_in_questions_dataset,
v1:11.10.20,1,11.10.20,372,411849,question_id_not_in_questions_dataset,
v1:11.10.21,1,11.10.21,372,411830,question_id_not_in_questions_dataset,
v1:11.10.22,1,11.10.22,372,411773,question_id_not_in_questions_dataset,
v1:11.10.23,1,11.10.23,372,411795,question_id_not_in_questions_dataset,
v1:11.10.24,1,11.10.24,372,312015,question_id_not_in_questions_dataset,
v1:11.10.25,1,11.10.25,372,312025,question_id_not_in_questions_dataset,
v1:11.10.26,1,11.10.26,372,312132,question_id_not_in_questions_dataset,
v1:11.10.27,1,11.10.27,372,40211,question_id_not_in_questions_dataset,
v1:11.10.28,1,11.10.28,372,31545,question_id_not_in_questions_dataset,
v1:11.10.29,1,11.10.29,372,40221,question_id_not_in_questions_dataset,
v1:11.10.30,1,11.10.30,372,40231,question_id_not_in_questions_dataset,
v1:11.10.31,1,11.10.31,372,40237,question_id_not_in_questions_dataset,
v1:11.10.32,1,11.10.32,372,40302,question_id_not_in_questions_dataset,
v1:11.10.33,1,11.10.33,372,41671,question_id_not_in_questions_dataset,
v1:11.10.34,1,11.10.34,372,41496,question_id_not_in_questions_dataset,
v1:11.10.35,1,11.10.35,372,39495,question_id_not_in_questions_dataset,
v1:11.10.36,1,11.10.36,372,39523,question_id_not_in_questions_dataset,
v1:11.10.37,1,11.10.37,372,110913,question_id_not_in_questions_dataset,
v1:11.10.38,1,11.10.38,372,108717,question_id_not_in_questions_dataset,
v1:11.10.39,1,11.10.39,372,110844,question_id_not_in_questions_dataset,
v1:11.10.40,1,11.10.40,372,313486,question_id_not_in_questions_dataset,
v1:11.10.41,1,11.10.41,372,313422,question_id_not_in_questions_dataset,
v1:11.10.42,1,11.10.42,372,313423,question_id_not_in_questions_dataset,
v1:11.10.43,1,11.10.43,372,313516,question_id_not_in_questions_dataset,
v1:11.10.44,1,11.10.44,372,313667,question_id_not_in_questions_dataset,
v1:11.10.45,1,11.10.45,372,313678,question_id_not_in_questions_dataset,
v1:11.10.46,1,11.10.46,372,205214,question_id_not_in_questions_dataset,
v1:11.10.47,1,11.10.47,372,205212,question_id_not_in_questions_dataset,
v1:11.10.48,1,11.10.48,372,313445,question_id_not_in_questions_dataset,
v1:11.10.49,1,11.10.49,372,313375,question_id_not_in_questions_dataset,
v1:11.10.50,1,11.10.50,372,313381,question_id_not_in_questions_dataset,
v1:11.10.51,1,11.10.51,372,313540,question_id_not_in_questions_dataset,
v1:11.10.52,1,11.10.52,372,313747,question_id_not_in_questions_dataset,
v1:11.10.53,1,11.10.53,372,313555,question_id_not_in_questions_dataset,
v1:11.10.54,1,11.10.54,372,313554,question_id_not_in_questions_dataset,
v1:11.10.55,1,11.10.55,372,313606,question_id_not_in_questions_dataset,
v1:11.10.56,1,11.10.56,372,313594,question_id_not_in_questions_dataset,
v1:11.10.57,1,11.10.57,372,313592,question_id_not_in_questions_dataset,
v1:17.11.1,1,17.11.1,372,,question_id_missing_hint,
v1:11.11.2,1,11.11.2,372,108481,question_id_not_in_questions_dataset,
v1:11.12.1,1,11.12.1,372,56,question_id_not_in_questions_dataset,
v1:11.12.2,1,11.12.2,372,772,question_id_not_in_questions_dataset,
v1:11.12.6,1,11.12.6,372,359530,question_id_not_in_questions_dataset,
v1:11.12.7,1,11.12.7,372,39515,question_id_not_in_questions_dataset,
v1:11.12.8,1,11.12.8,372,40171,question_id_not_in_questions_dataset,
v1:11.13.1,1,11.13.1,372,359846,question_id_not_in_questions_dataset,
v1:11.13.2,1,11.13.2,372,411924,question_id_not_in_questions_dataset,
v1:11.13.3,1,11.13.3,372,411878,question_id_not_in_questions_dataset,
v1:11.13.4,1,11.13.4,372,359557,question_id_not_in_questions_dataset,
v1:11.13.5,1,11.13.5,372,313378,question_id_not_in_questions_dataset,
v1:11.13.6,1,11.13.6,372,313379,question_id_not_in_questions_dataset,
v1:11.13.7,1,11.13.7,372,313542,question_id_not_in_questions_dataset,
v1:11.13.8,1,11.13.8,372,313571,question_id_not_in_questions_dataset,
v1:11.14.1,1,11.14.1,372,411893,question_id_not_in_questions_dataset,
v1:11.14.2,1,11.14.2,372,359757,question_id_not_in_questions_dataset,
v1:11.14.38,1,11.14.38,372,,question_id_missing_hint,
v1:11.14.4,1,11.14.4,372,313550,question_id_not_in_questions_dataset,
v1:11.15.3,1,11.15.3,372,426529,question_id_not_in_questions_dataset,
v1:11.15.4,1,11.15.4,372,411812,question_id_not_in_questions_dataset,
v1:11.15.5,1,11.15.5,372,39520,question_id_not_in_questions_dataset,
v1:11.17.2,1,11.17.2,372,359480,question_id_not_in_questions_dataset,
v1:11.18.6,1,11.18.6,372,312009,question_id_not_in_questions_dataset,
v1:11.18.7,1,11.18.7,372,312020,question_id_not_in_questions_dataset,
v1:11.18.8,1,11.18.8,372,40222,question_id_not_in_questions_dataset,
v1:11.18.9,1,11.18.9,372,40234,question_id_not_in_questions_dataset,
v1:11.18.10,1,11.18.10,372,40270,question_id_not_in_questions_dataset,
v1:11.18.11,1,11.18.11,372,40288,question_id_not_in_questions_dataset,
v1:11.18.12,1,11.18.12,372,40300,question_id_not_in_questions_dataset,
v1:11.18.13,1,11.18.13,372,41463,question_id_not_in_questions_dataset,
v1:11.18.14,1,11.18.14,372,41465,question_id_not_in_questions_dataset,
v1:11.18.15,1,11.18.15,372,40178,question_id_not_in_questions_dataset,
v1:11.18.16,1,11.18.16,372,40181,question_id_not_in_questions_dataset,
v1:11.18.17,1,11.18.17,372,39491,question_id_not_in_questions_dataset,
v1:11.18.18,1,11.18.18,372,39503,question_id_not_in_questions_dataset,
v1:11.18.19,1,11.18.19,372,313421,question_id_not_in_questions_dataset,
v1:11.19.5,1,11.19.5,372,461031,question_id_not_in_questions_dataset,
v1:11.19.7,1,11.19.7,372,359733,question_id_not_in_questions_dataset,
v1:11.19.8,1,11.19.8,372,411843,question_id_not_in_questions_dataset,
v1:11.19.9,1,11.19.9,372,411825,question_id_not_in_questions_dataset,
v1:11.19.10,1,11.19.10,372,40212,question_id_not_in_questions_dataset,
v1:11.19.11,1,11.19.11,372,40213,question_id_not_in_questions_dataset,
v1:11.19.12,1,11.19.12,372,40236,question_id_not_in_questions_dataset,
v1:11.19.13,1,11.19.13,372,40243,question_id_not_in_questions_dataset,
v1:11.19.14,1,11.19.14,372,41490,question_id_not_in_questions_dataset,
v1:11.19.15,1,11.19.15,372,41509,question_id_not_in_questions_dataset,
v1:11.19.16,1,11.19.16,372,39507,question_id_not_in_questions_dataset,
v1:11.19.17,1,11.19.17,372,39514,question_id_not_in_questions_dataset,
v1:11.19.18,1,11.19.18,372,313489,question_id_not_in_questions_dataset,
v1:11.19.19,1,11.19.19,372,313420,question_id_not_in_questions_dataset,
v1:11.19.20,1,11.19.20,372,313525,question_id_not_in_questions_dataset,
v1:11.19.21,1,11.19.21,372,313675,question_id_not_in_questions_dataset,
v1:11.19.22,1,11.19.22,372,313543,question_id_not_in_questions_dataset,
v1:11.19.23,1,11.19.23,372,313552,question_id_not_in_questions_dataset,
v1:11.19.24,1,11.19.24,372,313603,question_id_not_in_questions_dataset,
v1:11.19.25,1,11.19.25,372,313583,question_id_not_in_questions_dataset,
v1:11.20.2,1,11.20.2,372,775,question_id_not_in_questions_dataset,
v1:11.20.12,1,11.20.12,372,359820,question_id_not_in_questions_dataset,
v1:11.20.13,1,11.20.13,372,359816,question_id_not_in_questions_dataset,
v1:11.20.14,1,11.20.14,372,359856,question_id_not_in_questions_dataset,
v1:11.20.15,1,11.20.15,372,359836,question_id_not_in_questions_dataset,
v1:11.20.16,1,11.20.16,372,359871,question_id_not_in_questions_dataset,
v1:11.20.17,1,11.20.17,372,359897,question_id_not_in_questions_dataset,
v1:11.20.18,1,11.20.18,372,359775,question_id_not_in_questions_dataset,
v1:11.20.19,1,11.20.19,372,359768,question_id_not_in_questions_dataset,
v1:11.20.20,1,11.20.20,372,359793,question_id_not_in_questions_dataset,
v1:11.20.21,1,11.20.21,372,359745,question_id_not_in_questions_dataset,
v1:11.20.22,1,11.20.22,372,359526,question_id_not_in_questions_dataset,
v1:11.20.23,1,11.20.23,372,359555,question_id_not_in_questions_dataset,
v1:11.20.24,1,11.20.24,372,359550,question_id_not_in_questions_dataset,
v1:11.20.25,1,11.20.25,372,359546,question_id_not_in_questions_dataset,
v1:11.20.26,1,11.20.26,372,359478,question_id_not_in_questions_dataset,
v1:11.20.27,1,11.20.27,372,359490,question_id_not_in_questions_dataset,
v1:11.20.28,1,11.20.28,372,411814,question_id_not_in_questions_dataset,
v1:11.20.29,1,11.20.29,372,40244,question_id_not_in_questions_dataset,
v1:11.20.30,1,11.20.30,372,40292,question_id_not_in_questions_dataset,
v1:11.20.31,1,11.20.31,372,40294,question_id_not_in_questions_dataset,
v1:11.20.32,1,11.20.32,372,41667,question_id_not_in_questions_dataset,
v1:11.20.33,1,11.20.33,372,41140,question_id_not_in_questions_dataset,
v1:11.20.34,1,11.20.34,372,39511,question_id_not_in_questions_dataset,
v1:11.20.35,1,11.20.35,372,108087,question_id_not_in_questions_dataset,
v1:11.20.36,1,11.20.36,372,108089,question_id_not_in_questions_dataset,
v1:11.20.37,1,11.20.37,372,108299,question_id_not_in_questions_dataset,
v1:11.20.39,1,11.20.39,372,313553,question_id_not_in_questions_dataset,
v1:11.20.40,1,11.20.40,372,313605,question_id_not_in_questions_dataset,
v1:11.21.6,1,11.21.6,372,41464,question_id_not_in_questions_dataset,
v1:11.21.7,1,11.21.7,372,40177,question_id_not_in_questions_dataset,
v1:11.21.8,1,11.21.8,372,40168,question_id_not_in_questions_dataset,
v1:11.21.9,1,11.21.9,372,108064,question_id_not_in_questions_dataset,
v1:11.21.10,1,11.21.10,372,110821,question_id_not_in_questions_dataset,
v1:11.21.11,1,11.21.11,372,108259,question_id_not_in_questions_dataset,
v2:1.1.5,2,1.1.5,90,1915,question_id_not_in_questions_dataset,
v2:1.6.2,2,1.6.2,90,461005,question_id_not_in_questions_dataset,
v2:1.6.3,2,1.6.3,90,422932,question_id_not_in_questions_dataset,
v2:1.8.1,2,1.8.1,90,422928,question_id_not_in_questions_dataset,
v2:1.10.1,2,1.10.1,90,460967,question_id_not_in_questions_dataset,
v2:1.14.8,2,1.14.8,90,1771,question_id_not_in_questions_dataset,
v2:1.14.18,2,1.14.18,90,422958,question_id_not_in_questions_dataset,
v2:1.18.24,2,1.18.24,91,1919,question_id_not_in_questions_dataset,
v2:1.18.33,2,1.18.33,91,,question_id_missing_hint,
v2:1.20.1,2,1.20.1,91,461003,question_id_not_in_questions_dataset,
v2:1.21.1,2,1.21.1,91,461014,question_id_not_in_questions_dataset,
v2:1.26.10,2,1.26.10,91,1780,question_id_not_in_questions_dataset,
v2:2.32.2,2,2.32.2,91,,question_id_missing_hint,
v2:1.30.9,2,1.30.9,91,460974,question_id_not_in_questions_dataset,
v2:1.31.20,2,1.31.20,91,1917,question_id_not_in_questions_dataset,
v2:1.31.27,2,1.31.27,91,422927,question_id_not_in_questions_dataset,
v2:11.83.11,2,11.83.11,153,,question_id_missing_hint,
v2:3.13.5,2,3.13.5,154,,question_id_missing_hint,
v2:13.3.13,2,13.3.13,154,,question_id_missing_hint,
v2:2.41.7,2,2.41.7,154,,question_id_missing_hint,
v2:2.15.2,2,2.15.2,154,1817,question_id_not_in_questions_dataset,
v2:2.17.19,2,2.17.19,154,1921,question_id_not_in_questions_dataset,
v2:3.4.4,2,3.4.4,218,1784,question_id_not_in_questions_dataset,
v2:3.10.9,2,3.10.9,219,1807,question_id_not_in_questions_dataset,
v2:7.7.7,2,7.7.7,271,,question_id_missing_hint,
v2:4.24.2,2,4.24.2,272,1790,question_id_not_in_questions_dataset,
v2:4.26.8,2,4.26.8,272,1795,question_id_not_in_questions_dataset,
v2:5.3.1,2,5.3.1,358,1796,question_id_not_in_questions_dataset,
v2:5.5.31,2,5.5.31,358,1788,question_id_not_in_questions_dataset,
v2:5.5.32,2,5.5.32,358,1797,question_id_not_in_questions_dataset,
v2:5.5.48,2,5.5.48,358,422926,question_id_not_in_questions_dataset,
v2:5.6.1,2,5.6.1,358,461016,question_id_not_in_questions_dataset,
v2:5.8.2,2,5.8.2,358,460975,question_id_not_in_questions_dataset,
v2:9.15.7,2,9.15.7,359,,question_id_missing_hint,
v2:9.15.10,2,9.15.10,359,,question_id_missing_hint,
v2:9.15.11,2,9.15.11,359,,question_id_missing_hint,
v2:9.15.12,2,9.15.12,359,,question_id_missing_hint,
v2:9.15.15,2,9.15.15,359,,question_id_missing_hint,
v2:9.15.16,2,9.15.16,359,,question_id_missing_hint,
v2:9.15.17,2,9.15.17,359,,question_id_missing_hint,
v2:9.15.19,2,9.15.19,359,,question_id_missing_hint,
v2:9.15.20,2,9.15.20,359,,question_id_missing_hint,
v2:9.15.21,2,9.15.21,359,,question_id_missing_hint,
v2:9.15.22,2,9.15.22,359,,question_id_missing_hint,
v2:9.15.23,2,9.15.23,359,,question_id_missing_hint,
v2:9.15.26,2,9.15.26,359,,question_id_missing_hint,
v2:9.15.27,2,9.15.27,359,,question_id_missing_hint,
v2:5.15.28,2,5.15.28,359,460970,question_id_not_in_questions_dataset,
v2:5.15.29,2,5.15.29,359,461015,question_id_not_in_questions_dataset,
v2:5.15.30,2,5.15.30,359,422946,question_id_not_in_questions_dataset,
v2:9.15.31,2,9.15.31,359,,question_id_missing_hint,
v2:9.16.5,2,9.16.5,359,,question_id_missing_hint,
v2:9.16.10,2,9.16.10,359,,question_id_missing_hint,
v2:9.16.11,2,9.16.11,359,,question_id_missing_hint,
v2:9.17.1,2,9.17.1,359,,question_id_missing_hint,
v2:5.17.2,2,5.17.2,359,460976,question_id_not_in_questions_dataset,
v2:9.18.11,2,9.18.11,359,,question_id_missing_hint,
v2:9.18.19,2,9.18.19,359,,question_id_missing_hint,
v2:9.18.21,2,9.18.21,359,,question_id_missing_hint,
v2:9.18.22,2,9.18.22,359,,question_id_missing_hint,
v2:9.18.23,2,9.18.23,359,,question_id_missing_hint,
v2:9.18.28,2,9.18.28,359,,question_id_missing_hint,
v2:9.18.29,2,9.18.29,359,,question_id_missing_hint,
v2:5.18.31,2,5.18.31,359,1789,question_id_not_in_questions_dataset,
v2:9.18.32,2,9.18.32,359,,question_id_missing_hint,
v2:9.18.34,2,9.18.34,359,,question_id_missing_hint,
v2:9.18.38,2,9.18.38,359,,question_id_missing_hint,
v2:9.18.49,2,9.18.49,359,,question_id_missing_hint,
v2:5.18.50,2,5.18.50,359,422941,question_id_not_in_questions_dataset,
v2:5.18.51,2,5.18.51,359,422917,question_id_not_in_questions_dataset,
v2:9.18.52,2,9.18.52,359,,question_id_missing_hint,
v2:9.18.58,2,9.18.58,359,,question_id_missing_hint,
v2:9.19.1,2,9.19.1,359,,question_id_missing_hint,
v2:9.19.10,2,9.19.10,359,,question_id_missing_hint,
v2:9.19.11,2,9.19.11,359,,question_id_missing_hint,
v2:9.19.20,2,9.19.20,359,,question_id_missing_hint,
v2:9.19.30,2,9.19.30,359,,question_id_missing_hint,
v2:9.20.1,2,9.20.1,359,,question_id_missing_hint,
v2:6.19.2,2,6.19.2,432,1299,question_id_not_in_questions_dataset,
v2:6.19.4,2,6.19.4,432,1555,question_id_not_in_questions_dataset,
v2:6.22.8,2,6.22.8,432,1923,question_id_not_in_questions_dataset,
v2:6.22.9,2,6.22.9,432,1764,question_id_not_in_questions_dataset,
v2:6.24.35,2,6.24.35,432,1766,question_id_not_in_questions_dataset,
v2:7.4.8,2,7.4.8,521,1786,question_id_not_in_questions_dataset,
v2:7.16.19,2,7.16.19,522,1805,question_id_not_in_questions_dataset,
v2:7.19.24,2,7.19.24,522,1803,question_id_not_in_questions_dataset,
v2:5.25.5,2,5.25.5,522,,question_id_missing_hint,
v2:7.21.19,2,7.21.19,522,1800,question_id_not_in_questions_dataset,
v2:8.5.34,2,8.5.34,580,1776,question_id_not_in_questions_dataset,
v2:8.5.44,2,8.5.44,580,422944,question_id_not_in_questions_dataset,
v2:8.5.45,2,8.5.45,580,422920,question_id_not_in_questions_dataset,
v2:8.6.3,2,8.6.3,580,1754,question_id_not_in_questions_dataset,
v2:8.6.5,2,8.6.5,580,422956,question_id_not_in_questions_dataset,
v2:8.7.9,2,8.7.9,580,1918,question_id_not_in_questions_dataset,
v2:8.7.13,2,8.7.13,580,422951,question_id_not_in_questions_dataset,
v2:8.12.13,2,8.12.13,580,422940,question_id_not_in_questions_dataset,
v2:8.13.15,2,8.13.15,580,460968,question_id_not_in_questions_dataset,
v2:9.9.7,2,9.9.7,624,1770,question_id_not_in_questions_dataset,
v2:1.72.1,2,1.72.1,624,,question_id_missing_hint,
v2:10.7.22,2,10.7.22,695,1782,question_id_not_in_questions_dataset,
v2:10.15.10,2,10.15.10,695,1810,question_id_not_in_questions_dataset,
