question_uid,link,title,current_status,resolution_type,value,notes
go:88228,https://gateoverflow.in/88228/gate-cse-1989-question-4-xiv,GATE CSE 1989 | Question: 4-xiv,MISSING,,,
go:88222,https://gateoverflow.in/88222/gate-cse-1989-question-4-xii,GATE CSE 1989 | Question: 4-xii,MISSING,,,
go:88167,https://gateoverflow.in/88167/gate-cse-1989-question-4-xi,GATE CSE 1989 | Question: 4-xi,MISSING,,,
go:88166,https://gateoverflow.in/88166/gate-cse-1989-question-4-x,GATE CSE 1989 | Question: 4-x,MISSING,,,
go:88164,https://gateoverflow.in/88164/gate-cse-1989-question-4-ix,GATE CSE 1989 | Question: 4-ix,MISSING,,,
go:88156,https://gateoverflow.in/88156/gate-cse-1989-question-4-viii,GATE CSE 1989 | Question: 4-viii,MISSING,,,
go:88152,https://gateoverflow.in/88152/gate-cse-1989-question-4-vii,GATE CSE 1989 | Question: 4-vii,MISSING,,,
go:88148,https://gateoverflow.in/88148/gate-cse-1989-question-4-vi,GATE CSE 1989 | Question: 4-vi,MISSING,,,
go:87885,https://gateoverflow.in/87885/gate-cse-1989-question-4-v,GATE CSE 1989 | Question: 4-v,MISSING,,,
go:87883,https://gateoverflow.in/87883/gate-cse-1989-question-4-iii,GATE CSE 1989 | Question: 4-iii,MISSING,,,
go:87881,https://gateoverflow.in/87881/gate-cse-1989-question-4-ii,GATE CSE 1989 | Question: 4-ii,MISSING,,,
go:94644,https://gateoverflow.in/94644/gate-cse-1988-question-16i,GATE CSE 1988 | Question: 16i,MISSING,,,
go:94642,https://gateoverflow.in/94642/gate-cse-1988-question-15,GATE CSE 1988 | Question: 15,MISSING,,,
go:94637,https://gateoverflow.in/94637/gate-cse-1988-question-13iv,GATE CSE 1988 | Question: 13iv,MISSING,,,
go:94634,https://gateoverflow.in/94634/gate-cse-1988-question-13ii,GATE CSE 1988 | Question: 13ii,MISSING,,,
go:94626,https://gateoverflow.in/94626/gate-cse-1988-question-12iv,GATE CSE 1988 | Question: 12iv,MISSING,,,
go:94625,https://gateoverflow.in/94625/gate-cse-1988-question-12iii,GATE CSE 1988 | Question: 12iii,MISSING,,,
go:94619,https://gateoverflow.in/94619/gate-cse-1988-question-12iic,GATE CSE 1988 | Question: 12iic,MISSING,,,
go:94618,https://gateoverflow.in/94618/gate-cse-1988-question-12iib,GATE CSE 1988 | Question: 12iib,MISSING,,,
go:94399,https://gateoverflow.in/94399/gate-cse-1988-question-12iia,GATE CSE 1988 | Question: 12iia,MISSING,,,
go:94398,https://gateoverflow.in/94398/gate-cse-1988-question-12i,GATE CSE 1988 | Question: 12i,MISSING,,,
go:94397,https://gateoverflow.in/94397/gate-cse-1988-question-11,GATE CSE 1988 | Question: 11,MISSING,,,
go:94393,https://gateoverflow.in/94393/gate-cse-1988-question-10iib,GATE CSE 1988 | Question: 10iib,MISSING,,,
go:94391,https://gateoverflow.in/94391/gate-cse-1988-question-10ib,GATE CSE 1988 | Question: 10ib,MISSING,,,
go:94390,https://gateoverflow.in/94390/gate-cse-1988-question-10ia,GATE CSE 1988 | Question: 10ia,MISSING,,,
go:94388,https://gateoverflow.in/94388/gate-cse-1988-question-9iii,GATE CSE 1988 | Question: 9iii,MISSING,,,
go:94387,https://gateoverflow.in/94387/gate-cse-1988-question-9ii,GATE CSE 1988 | Question: 9ii,MISSING,,,
go:94384,https://gateoverflow.in/94384/gate-cse-1988-question-9i,GATE CSE 1988 | Question: 9i,MISSING,,,
go:94379,https://gateoverflow.in/94379/gate-cse-1988-question-8ii,GATE CSE 1988 | Question: 8ii,MISSING,,,
go:94371,https://gateoverflow.in/94371/gate-cse-1988-question-8i,GATE CSE 1988 | Question: 8i,MISSING,,,
go:82457,https://gateoverflow.in/82457/gate-cse-1987-question-10e,GATE CSE 1987 | Question: 10e,MISSING,,,
go:82455,https://gateoverflow.in/82455/gate-cse-1987-question-10d,GATE CSE 1987 | Question: 10d,MISSING,,,
go:82452,https://gateoverflow.in/82452/gate-cse-1987-question-10c,GATE CSE 1987 | Question: 10c,MISSING,,,
go:82451,https://gateoverflow.in/82451/gate-cse-1987-question-10b,GATE CSE 1987 | Question: 10b,MISSING,,,
go:82450,https://gateoverflow.in/82450/gate-cse-1987-question-10a,GATE CSE 1987 | Question: 10a,MISSING,,,
go:82446,https://gateoverflow.in/82446/gate-cse-1987-question-9e,GATE CSE 1987 | Question: 9e,MISSING,,,
go:82442,https://gateoverflow.in/82442/gate-cse-1987-question-9d,GATE CSE 1987 | Question: 9d,MISSING,,,
go:82438,https://gateoverflow.in/82438/gate-cse-1987-question-9c,GATE CSE 1987 | Question: 9c,MISSING,,,
go:82437,https://gateoverflow.in/82437/gate-cse-1987-question-9b,GATE CSE 1987 | Question: 9b,MISSING,,,
go:82436,https://gateoverflow.in/82436/gate-cse-1987-question-9a,GATE CSE 1987 | Question: 9a,MISSING,,,
go:82433,https://gateoverflow.in/82433/gate-cse-1987-question-8a,GATE CSE 1987 | Question: 8a,MISSING,,,
go:82427,https://gateoverflow.in/82427/gate-cse-1987-question-7b,GATE CSE 1987 | Question: 7b,MISSING,,,
go:82425,https://gateoverflow.in/82425/gate-cse-1987-question-7a,GATE CSE 1987 | Question: 7a,MISSING,,,
go:82419,https://gateoverflow.in/82419/gate-cse-1987-question-6a,GATE CSE 1987 | Question: 6a,MISSING,,,
go:81360,https://gateoverflow.in/81360/gate-cse-1987-question-4b,GATE CSE 1987 | Question: 4b,MISSING,,,
go:81359,https://gateoverflow.in/81359/gate-cse-1987-question-4a,GATE CSE 1987 | Question: 4a,MISSING,,,
go:81357,https://gateoverflow.in/81357/gate-cse-1987-question-3a,GATE CSE 1987 | Question: 3a,MISSING,,,
go:357428,https://gateoverflow.in/357428/gate-cse-2021-set-1-question-23,GATE CSE 2021 Set 1 | Question: 23,MISSING,,,
go:118303,https://gateoverflow.in/118303/gate-cse-2017-set-1-question-23,GATE CSE 2017 Set 1 | Question: 23,MISSING,,,
go:8094,https://gateoverflow.in/8094/gate-cse-2015-set-1-question-7,GATE CSE 2015 Set 1 | Question: 7,MISSING,,,
go:8047,https://gateoverflow.in/8047/gate-cse-2015-set-2-question-1,GATE CSE 2015 Set 2 | Question: 1,MISSING,,,
go:473,https://gateoverflow.in/473/gate-cse-2012-question-38,GATE CSE 2012 | Question: 38,MISSING,,,
go:47,https://gateoverflow.in/47/gate-cse-2012-question-15,GATE CSE 2012 | Question: 15,MISSING,,,
go:441,https://gateoverflow.in/441/gate-cse-2008-question-30,GATE CSE 2008 | Question: 30,MISSING,,,
go:1376,https://gateoverflow.in/1376/gate-cse-2005-question-53,GATE CSE 2005 | Question: 53,MISSING,,,
go:3804,https://gateoverflow.in/3804/gate-it-2005-question-43,GATE IT 2005 | Question: 43,MISSING,,,
go:1047,https://gateoverflow.in/1047/gate-cse-2004-question-51,GATE CSE 2004 | Question: 51,MISSING,,,
go:718,https://gateoverflow.in/718/gate-cse-2001-question-1-25,GATE CSE 2001 | Question: 1.25,MISSING,,,
go:717,https://gateoverflow.in/717/gate-cse-2001-question-1-24,GATE CSE 2001 | Question: 1.24,MISSING,,,
go:655,https://gateoverflow.in/655/gate-cse-2000-question-2-8,GATE CSE 2000 | Question: 2.8,MISSING,,,
go:647,https://gateoverflow.in/647/gate-cse-2000-question-1-23-isro2016-57,"GATE CSE 2000 | Question: 1.23, ISRO2016-57",MISSING,,,
go:1484,https://gateoverflow.in/1484/gate-cse-1999-question-2-6,GATE CSE 1999 | Question: 2.6,MISSING,,,
go:1670,https://gateoverflow.in/1670/gate-cse-1998-question-1-33,GATE CSE 1998 | Question: 1.33,MISSING,,,
go:2251,https://gateoverflow.in/2251/gate-cse-1997-question-4-10,GATE CSE 1997 | Question: 4.10,MISSING,,,
go:2494,https://gateoverflow.in/2494/gate-cse-1994-question-3-8,GATE CSE 1994 | Question: 3.8,MISSING,,,
go:2493,https://gateoverflow.in/2493/gate-cse-1994-question-3-7,GATE CSE 1994 | Question: 3.7,MISSING,,,
go:2482,https://gateoverflow.in/2482/gate-cse-1994-question-3-5,GATE CSE 1994 | Question: 3.5,MISSING,,,
go:2477,https://gateoverflow.in/2477/gate-cse-1994-question-2-10,GATE CSE 1994 | Question: 2.10,MISSING,,,
go:2474,https://gateoverflow.in/2474/gate-cse-1994-question-2-7,GATE CSE 1994 | Question: 2.7,MISSING,,,
go:2473,https://gateoverflow.in/2473/gate-cse-1994-question-2-6,GATE CSE 1994 | Question: 2.6,MISSING,,,
go:2472,https://gateoverflow.in/2472/gate-cse-1994-question-2-5,GATE CSE 1994 | Question: 2.5,MISSING,,,
go:2471,https://gateoverflow.in/2471/gate-cse-1994-question-2-4,GATE CSE 1994 | Question: 2.4,MISSING,,,
go:2470,https://gateoverflow.in/2470/gate-cse-1994-question-2-3,GATE CSE 1994 | Question: 2.3,MISSING,,,
go:2469,https://gateoverflow.in/2469/gate-cse-1994-question-2-2,GATE CSE 1994 | Question: 2.2,MISSING,,,
go:2468,https://gateoverflow.in/2468/gate-cse-1994-question-2-1,GATE CSE 1994 | Question: 2-1,MISSING,,,
go:2297,https://gateoverflow.in/2297/gate-cse-1993-question-7-9-ugcnet-dec2012-iii-41,"GATE CSE 1993 | Question: 7.9, UGCNET-Dec2012-III:",MISSING,,,
go:2289,https://gateoverflow.in/2289/gate-cse-1993-question-6-7,GATE CSE 1993 | Question: 6.7,MISSING,,,
go:2286,https://gateoverflow.in/2286/gate-cse-1993-question-6-5,GATE CSE 1993 | Question: 6.5,MISSING,,,
go:2285,https://gateoverflow.in/2285/gate-cse-1993-question-6-6,GATE CSE 1993 | Question: 6.6,MISSING,,,
go:611,https://gateoverflow.in/611/gate-cse-1993-question-02-7,GATE CSE 1993 | Question: 02.7,MISSING,,,
go:553,https://gateoverflow.in/553/gate-cse-1992-question-01-viii,"GATE CSE 1992 | Question: 01,viii",MISSING,,,
go:552,https://gateoverflow.in/552/gate-cse-1992-question-01-vii,"GATE CSE 1992 | Question: 01,vii",MISSING,,,
go:550,https://gateoverflow.in/550/gate-cse-1992-question-01-v,"GATE CSE 1992 | Question: 01,v",MISSING,,,
go:548,https://gateoverflow.in/548/gate-cse-1992-question-01-iv,GATE CSE 1992 | Question: 01-iv,MISSING,,,
go:547,https://gateoverflow.in/547/gate-cse-1992-question-01-iii,GATE CSE 1992 | Question: 01-iii,MISSING,,,
go:545,https://gateoverflow.in/545/gate-cse-1992-question-01-i,GATE CSE 1992 | Question: 01-i,MISSING,,,
go:525,https://gateoverflow.in/525/gate-cse-1991-question-03-xi,GATE CSE 1991 | Question: 03-xi,MISSING,,,
go:514,https://gateoverflow.in/514/gate-cse-1991-question-02-iv,GATE CSE 1991 | Question: 02-iv,MISSING,,,
go:513,https://gateoverflow.in/513/gate-cse-1991-question-02-iii,GATE CSE 1991 | Question: 02-iii,MISSING,,,
go:510,https://gateoverflow.in/510/gate-cse-1991-question-01-xv,"GATE CSE 1991 | Question: 01,xv",MISSING,,,
go:509,https://gateoverflow.in/509/gate-cse-1991-question-01-xiv,"GATE CSE 1991 | Question: 01,xiv",MISSING,,,
go:508,https://gateoverflow.in/508/gate-cse-1991-question-01-xii,GATE CSE 1991 | Question: 01-xii,MISSING,,,
go:504,https://gateoverflow.in/504/gate-cse-1991-question-1-vi,"GATE CSE 1991 | Question: 1,vi",MISSING,,,
go:503,https://gateoverflow.in/503/gate-cse-1991-question-01-v,GATE CSE 1991 | Question: 01-v,MISSING,,,
go:502,https://gateoverflow.in/502/gate-cse-1991-question-1-ix,"GATE CSE 1991 | Question: 1,ix",MISSING,,,
go:84039,https://gateoverflow.in/84039/gate-cse-1990-question-2-x,GATE CSE 1990 | Question: 2-x,MISSING,,,
go:84033,https://gateoverflow.in/84033/gate-cse-1990-question-2-ix,GATE CSE 1990 | Question: 2-ix,MISSING,,,
go:83993,https://gateoverflow.in/83993/gate-cse-1990-question-2-viii,GATE CSE 1990 | Question: 2-viii,MISSING,,,
go:83980,https://gateoverflow.in/83980/gate-cse-1990-question-2-v,GATE CSE 1990 | Question: 2-v,MISSING,,,
go:83977,https://gateoverflow.in/83977/gate-cse-1990-question-2-iv,GATE CSE 1990 | Question: 2-iv,MISSING,,,
go:83859,https://gateoverflow.in/83859/gate-cse-1990-question-2-iii,GATE CSE 1990 | Question: 2-iii,MISSING,,,
go:83854,https://gateoverflow.in/83854/gate-cse-1990-question-1-viii,GATE CSE 1990 | Question: 1-viii,MISSING,,,
go:83851,https://gateoverflow.in/83851/gate-cse-1990-question-1-vii,GATE CSE 1990 | Question: 1-vii,MISSING,,,
go:83850,https://gateoverflow.in/83850/gate-cse-1990-question-1-vi,GATE CSE 1990 | Question: 1-vi,MISSING,,,
go:83833,https://gateoverflow.in/83833/gate-cse-1990-question-1-v,GATE CSE 1990 | Question: 1-v,MISSING,,,
go:83830,https://gateoverflow.in/83830/gate-cse-1990-question-1-iv-a,GATE CSE 1990 | Question: 1-iv-a,MISSING,,,
go:83829,https://gateoverflow.in/83829/gate-cse-1990-question-1-i,GATE CSE 1990 | Question: 1-i,MISSING,,,
go:87874,https://gateoverflow.in/87874/gate-cse-1989-question-4-i,GATE CSE 1989 | Question: 4-i,MISSING,,,
go:87129,https://gateoverflow.in/87129/gate-cse-1989-question-3-vi,GATE CSE 1989 | Question: 3-vi,MISSING,,,
go:87081,https://gateoverflow.in/87081/gate-cse-1989-question-2-iv,GATE CSE 1989 | Question: 2-iv,MISSING,,,
go:87080,https://gateoverflow.in/87080/gate-cse-1989-question-2-iii,GATE CSE 1989 | Question: 2-iii,MISSING,,,
go:87078,https://gateoverflow.in/87078/gate-cse-1989-question-2-ii,GATE CSE 1989 | Question: 2-ii,MISSING,,,
go:87074,https://gateoverflow.in/87074/gate1987-2-i,GATE1987-2-i,MISSING,,,
go:87053,https://gateoverflow.in/87053/gate-cse-1989-question-1-vi,GATE CSE 1989 | Question: 1-vi,MISSING,,,
go:87051,https://gateoverflow.in/87051/gate-cse-1989-question-1-v,GATE CSE 1989 | Question: 1-v,MISSING,,,
go:87048,https://gateoverflow.in/87048/gate-cse-1989-question-1-iv,GATE CSE 1989 | Question: 1-iv,MISSING,,,
go:87046,https://gateoverflow.in/87046/gate-cse-1989-question-1-iii,GATE CSE 1989 | Question: 1-iii,MISSING,,,
go:94368,https://gateoverflow.in/94368/gate-cse-1988-question-7iii,GATE CSE 1988 | Question: 7iii,MISSING,,,
go:94367,https://gateoverflow.in/94367/gate-cse-1988-question-7ii,GATE CSE 1988 | Question: 7ii,MISSING,,,
go:94366,https://gateoverflow.in/94366/gate-cse-1988-question-7i,GATE CSE 1988 | Question: 7i,MISSING,,,
go:94364,https://gateoverflow.in/94364/gate-cse-1988-question-6ii,GATE CSE 1988 | Question: 6ii,MISSING,,,
go:94363,https://gateoverflow.in/94363/gate-cse-1988-question-6i,GATE CSE 1988 | Question: 6i,MISSING,,,
go:94361,https://gateoverflow.in/94361/gate-cse-1988-question-5i,GATE CSE 1988 | Question: 5i,MISSING,,,
go:94360,https://gateoverflow.in/94360/gate-cse-1988-question-4ii,GATE CSE 1988 | Question: 4ii,MISSING,,,
go:94359,https://gateoverflow.in/94359/gate-cse-1988-question-4i,GATE CSE 1988 | Question: 4i,MISSING,,,
go:94358,https://gateoverflow.in/94358/gate-cse-1988-question-3a-b,GATE CSE 1988 | Question: 3a-b,MISSING,,,
go:94353,https://gateoverflow.in/94353/gate-cse-1988-question-2xviii,GATE CSE 1988 | Question: 2xviii,MISSING,,,
go:94350,https://gateoverflow.in/94350/gate-cse-1988-question-2xvii,GATE CSE 1988 | Question: 2xvii,MISSING,,,
go:94340,https://gateoverflow.in/94340/gate-cse-1988-question-2xvi,GATE CSE 1988 | Question: 2xvi,MISSING,,,
go:93966,https://gateoverflow.in/93966/gate-cse-1988-question-2xii,GATE CSE 1988 | Question: 2xii,MISSING,,,
go:93955,https://gateoverflow.in/93955/gate-cse-1988-question-2xi,GATE CSE 1988 | Question: 2xi,MISSING,,,
go:93953,https://gateoverflow.in/93953/gate-cse-1988-question-2xb,GATE CSE 1988 | Question: 2xb,MISSING,,,
go:93951,https://gateoverflow.in/93951/gate-cse-1988-question-2xa,GATE CSE 1988 | Question: 2xa,MISSING,,,
go:93949,https://gateoverflow.in/93949/gate-cse-1988-question-2ix,GATE CSE 1988 | Question: 2ix,MISSING,,,
go:93948,https://gateoverflow.in/93948/gate-cse-1988-question-2viii,GATE CSE 1988 | Question: 2viii,MISSING,,,
go:93947,https://gateoverflow.in/93947/gate-cse-1988-question-2vii,GATE CSE 1988 | Question: 2vii,MISSING,,,
go:91685,https://gateoverflow.in/91685/gate-cse-1988-question-2-v,GATE CSE 1988 | Question: 2-v,MISSING,,,
go:91679,https://gateoverflow.in/91679/gate-cse-1988-question-2-iii,GATE CSE 1988 | Question: 2-iii,MISSING,,,
go:91676,https://gateoverflow.in/91676/gate-cse-1988-question-2-ii,GATE CSE 1988 | Question: 2-ii,MISSING,,,
go:91351,https://gateoverflow.in/91351/gate-cse-1988-question-1vii,GATE CSE 1988 | Question: 1vii,MISSING,,,
go:80584,https://gateoverflow.in/80584/gate-cse-1987-question-2e,GATE CSE 1987 | Question: 2e,MISSING,,,
go:302793,https://gateoverflow.in/302793/gate-cse-2019-question-55,GATE CSE 2019 | Question: 55,MISSING,,,
go:202867,https://gateoverflow.in/202867/gate-2018,Gate 2018,MISSING,,,
go:189878,https://gateoverflow.in/189878/i-am-getting-low-score-mocks-even-after-preparing-for-months,I am getting a low score mocks even after preparin,MISSING,,,
go:185173,https://gateoverflow.in/185173/enquiry,Enquiry,MISSING,,,
go:159741,https://gateoverflow.in/159741/computer-network,Computer network,MISSING,,,
go:80,https://gateoverflow.in/80/gate-cse-2013-question-47,GATE CSE 2013 | Question: 47,MISSING,,,
go:401,https://gateoverflow.in/401/gate-cse-2008-question-3,GATE CSE 2008 | Question: 3,MISSING,,,
go:1224,https://gateoverflow.in/1224/gate-cse-2007-question-26,GATE CSE 2007 | Question: 26,MISSING,,,
go:3547,https://gateoverflow.in/3547/gate-it-2006-question-8,GATE IT 2006 | Question: 8,MISSING,,,
go:2597,https://gateoverflow.in/2597/gate-cse-1995-question-1-10,GATE CSE 1995 | Question: 1.10,MISSING,,,
go:153546,https://gateoverflow.in/153546/general,General,MISSING,,,
go:422817,https://gateoverflow.in/422817/gate-cse-2024-set-1-question-25,GATE CSE 2024 | Set 1 | Question: 25,MISSING,,,
local:c44fd595de4edd43,https://gateoverflow.in/blog/17024/gate-overflow-test-series-for-gate-cse-2026,GATE Overflow Test Series for GATE CSE 2026,MISSING,,,
local:79b9ddd7f1bfa3ad,https://gateoverflow.in/blog/17969/gate-cse-2026-just-one-day-before-exam,"GATE CSE 2026 , JUST ONE DAY BEFORE EXAM.",MISSING,,,
go:422862,https://gateoverflow.in/422862/gate-cse-2024-set-2-question-35,GATE CSE 2024 | Set 2 | Question: 35,MISSING,,,
go:460051,https://gateoverflow.in/460051/gate-cse-2025-set-1-question-29,GATE CSE 2025 | Set 1 | Question: 29,MISSING,,,
