question_uid,exam_uid,title,link,year,tags,reason
go:1728,cse:1998:set1:main:q14,GATE CSE 1998 | Question: 14,https://gateoverflow.in/1728/gate-cse-1998-question-14,gate1998,gate1998;compiler-design;grammar;descriptive,no_question_uid_answer_record
go:1727,cse:1998:set1:main:q13,GATE CSE 1998 | Question: 13,https://gateoverflow.in/1727/gate-cse-1998-question-13,gate1998,gate1998;theory-of-computation;pushdown-automata;descriptive,no_question_uid_answer_record
go:1726,cse:1998:set1:main:q12,GATE CSE 1998 | Question: 12,https://gateoverflow.in/1726/gate-cse-1998-question-12,gate1998,gate1998;set-theory&algebra;group-theory;descriptive,no_question_uid_answer_record
go:1725,cse:1998:set1:main:q11,GATE CSE 1998 | Question: 11,https://gateoverflow.in/1725/gate-cse-1998-question-11,gate1998,gate1998;set-theory&algebra;normal;partial-order;descriptive,no_question_uid_answer_record
go:1724,cse:1998:set1:main:q10a,GATE CSE 1998 | Question: 10a,https://gateoverflow.in/1724/gate-cse-1998-question-10a,gate1998,gate1998;set-theory&algebra;descriptive;relations,no_question_uid_answer_record
go:1723,cse:1998:set1:main:q9,GATE CSE 1998 | Question: 9,https://gateoverflow.in/1723/gate-cse-1998-question-9,gate1998,gate1998;linear-algebra;system-of-equations;descriptive,no_question_uid_answer_record
go:1722,cse:1998:set1:main:q8,GATE CSE 1998 | Question: 8,https://gateoverflow.in/1722/gate-cse-1998-question-8,gate1998,gate1998;calculus;maxima-minima;integration;normal;descriptive,no_question_uid_answer_record
go:1721,cse:1998:set1:main:q7-a,GATE CSE 1998 | Question: 7-a,https://gateoverflow.in/1721/gate-cse-1998-question-7-a,gate1998,gate1998;databases;sql;descriptive,no_question_uid_answer_record
go:1697,cse:1998:set1:main:q6b,GATE CSE 1998 | Question: 6b,https://gateoverflow.in/1697/gate-cse-1998-question-6b,gate1998,gate1998;compiler-design;grammar;descriptive,no_question_uid_answer_record
go:1696,cse:1998:set1:main:q5,GATE CSE 1998 | Question: 5,https://gateoverflow.in/1696/gate-cse-1998-question-5,gate1998,gate1998;digital-logic;functional-completeness;descriptive,no_question_uid_answer_record
go:1695,cse:1998:set1:main:q4,GATE CSE 1998 | Question: 4,https://gateoverflow.in/1695/gate-cse-1998-question-4,gate1998,gate1998;theory-of-computation;finite-automata;normal;minimal-state-automata;descriptive,no_question_uid_answer_record
go:203570,cse:1997:set1:main:q76-b,GATE CSE 1997 | Question: 76-b,https://gateoverflow.in/203570/gate-cse-1997-question-76-b,gate1997,gate1997;databases;sql;descriptive;normal,no_question_uid_answer_record
go:19838,cse:1997:set1:main:q76-a,GATE CSE 1997 | Question: 76-a,https://gateoverflow.in/19838/gate-cse-1997-question-76-a,gate1997,gate1997;databases;sql;relational-algebra;descriptive,no_question_uid_answer_record
go:19705,cse:1997:set1:main:q75,GATE CSE 1997 | Question: 75,https://gateoverflow.in/19705/gate-cse-1997-question-75,gate1997,gate1997;operating-system;resource-allocation;normal;descriptive,no_question_uid_answer_record
go:19703,cse:1997:set1:main:q73,GATE CSE 1997 | Question: 73,https://gateoverflow.in/19703/gate-cse-1997-question-73,gate1997,gate1997;operating-system;process-synchronization;descriptive,no_question_uid_answer_record
go:19702,cse:1997:set1:main:q72,GATE CSE 1997 | Question: 72,https://gateoverflow.in/19702/gate-cse-1997-question-72,gate1997,gate1997;digital-logic;floating-point-representation;normal;descriptive,no_question_uid_answer_record
go:19700,cse:1997:set1:main:q70,GATE CSE 1997 | Question: 70,https://gateoverflow.in/19700/gate-cse-1997-question-70,gate1997,gate1997;theory-of-computation;minimal-state-automata;descriptive,no_question_uid_answer_record
go:2283,cse:1997:set1:main:q23,GATE CSE 1997 | Question: 23,https://gateoverflow.in/2283/gate-cse-1997-question-23,gate1997,gate1997;compiler-design;syntax-directed-translation;normal;descriptive;unsolved,no_question_uid_answer_record
go:2281,cse:1997:set1:main:q21,GATE CSE 1997 | Question: 21,https://gateoverflow.in/2281/gate-cse-1997-question-21,gate1997,gate1997;theory-of-computation;finite-automata;proof,no_question_uid_answer_record
go:2280,cse:1997:set1:main:q20,GATE CSE 1997 | Question: 20,https://gateoverflow.in/2280/gate-cse-1997-question-20,gate1997,gate1997;theory-of-computation;finite-automata;normal;minimal-state-automata;descriptive,no_question_uid_answer_record
go:2279,cse:1997:set1:main:q19,GATE CSE 1997 | Question: 19,https://gateoverflow.in/2279/gate-cse-1997-question-19,gate1997,gate1997;databases;b-tree;normal;descriptive,no_question_uid_answer_record
go:2278,cse:1997:set1:main:q18,GATE CSE 1997 | Question: 18,https://gateoverflow.in/2278/gate-cse-1997-question-18,gate1997,gate1997;data-structures;linked-list;normal;descriptive,no_question_uid_answer_record
go:2277,cse:1997:set1:main:q17,GATE CSE 1997 | Question: 17,https://gateoverflow.in/2277/gate-cse-1997-question-17,gate1997,gate1997;data-structures;array;normal;descriptive,no_question_uid_answer_record
go:2276,cse:1997:set1:main:q16,GATE CSE 1997 | Question: 16,https://gateoverflow.in/2276/gate-cse-1997-question-16,gate1997,gate1997;data-structures;binary-tree;normal;descriptive;proof,no_question_uid_answer_record
go:2274,cse:1997:set1:main:q14,GATE CSE 1997 | Question: 14,https://gateoverflow.in/2274/gate-cse-1997-question-14,gate1997,gate1997;set-theory&algebra;relations;normal;proof;descriptive,no_question_uid_answer_record
go:2273,cse:1997:set1:main:q13,GATE CSE 1997 | Question: 13,https://gateoverflow.in/2273/gate-cse-1997-question-13,gate1997,gate1997;set-theory&algebra;functions;normal;descriptive,no_question_uid_answer_record
go:2272,cse:1997:set1:main:q12,GATE CSE 1997 | Question: 12,https://gateoverflow.in/2272/gate-cse-1997-question-12,gate1997,gate1997;data-structures;hashing;probability;normal;descriptive,no_question_uid_answer_record
go:2271,cse:1997:set1:main:q11,GATE CSE 1997 | Question: 11,https://gateoverflow.in/2271/gate-cse-1997-question-11,gate1997,gate1997;compiler-design;grammar;normal;theory-of-computation;descriptive,no_question_uid_answer_record
go:203691,cse:1996:set1:main:q24-b,GATE CSE 1996 | Question: 24-b,https://gateoverflow.in/203691/gate-cse-1996-question-24-b,gate1996,gate1996;normal;digital-logic;circuit-output;descriptive,no_question_uid_answer_record
go:2779,cse:1996:set1:main:q27,GATE CSE 1996 | Question: 27,https://gateoverflow.in/2779/gate-cse-1996-question-27,gate1996,gate1996;databases;relational-algebra;descriptive,no_question_uid_answer_record
go:2776,cse:1996:set1:main:q24-a,GATE CSE 1996 | Question: 24-a,https://gateoverflow.in/2776/gate-cse-1996-question-24-a,gate1996,gate1996;digital-logic;circuit-output;normal;descriptive,no_question_uid_answer_record
go:2775,cse:1996:set1:main:q23,GATE CSE 1996 | Question: 23,https://gateoverflow.in/2775/gate-cse-1996-question-23,gate1996,gate1996;operating-system;disk;normal;file-system;descriptive,no_question_uid_answer_record
go:2774,cse:1996:set1:main:q22,GATE CSE 1996 | Question: 22,https://gateoverflow.in/2774/gate-cse-1996-question-22,gate1996,gate1996;operating-system;resource-allocation;normal;descriptive,no_question_uid_answer_record
go:2773,cse:1996:set1:main:q21,GATE CSE 1996 | Question: 21,https://gateoverflow.in/2773/gate-cse-1996-question-21,gate1996,gate1996;operating-system;process-synchronization;normal;descriptive,no_question_uid_answer_record
go:2772,cse:1996:set1:main:q20,GATE CSE 1996 | Question: 20,https://gateoverflow.in/2772/gate-cse-1996-question-20,gate1996,gate1996;compiler-design;syntax-directed-translation;normal;descriptive,no_question_uid_answer_record
go:2769,cse:1996:set1:main:q17,GATE CSE 1996 | Question: 17,https://gateoverflow.in/2769/gate-cse-1996-question-17,gate1996,gate1996;algorithms;graph-algorithms;normal;descriptive,no_question_uid_answer_record
go:2768,cse:1996:set1:main:q16,GATE CSE 1996 | Question: 16,https://gateoverflow.in/2768/gate-cse-1996-question-16,gate1996,gate1996;algorithms;graph-algorithms;spanning-tree;normal;descriptive,no_question_uid_answer_record
go:2767,cse:1996:set1:main:q15,GATE CSE 1996 | Question: 15,https://gateoverflow.in/2767/gate-cse-1996-question-15,gate1996,gate1996;data-structures;hashing;normal;descriptive,no_question_uid_answer_record
go:2765,cse:1996:set1:main:q13,GATE CSE 1996 | Question: 13,https://gateoverflow.in/2765/gate-cse-1996-question-13,gate1996,gate1996;theory-of-computation;pushdown-automata;normal;descriptive,no_question_uid_answer_record
go:2764,cse:1996:set1:main:q12,GATE CSE 1996 | Question: 12,https://gateoverflow.in/2764/gate-cse-1996-question-12,gate1996,gate1996;theory-of-computation;finite-automata;normal;descriptive,no_question_uid_answer_record
go:2763,cse:1996:set1:main:q11,GATE CSE 1996 | Question: 11,https://gateoverflow.in/2763/gate-cse-1996-question-11,gate1996,gate1996;compiler-design;grammar;normal;descriptive,no_question_uid_answer_record
go:2762,cse:1996:set1:main:q10,GATE CSE 1996 | Question: 10,https://gateoverflow.in/2762/gate-cse-1996-question-10,gate1996,gate1996;linear-algebra;matrix;normal;descriptive,no_question_uid_answer_record
go:2761,cse:1996:set1:main:q9,GATE CSE 1996 | Question: 9,https://gateoverflow.in/2761/gate-cse-1996-question-9,gate1996,gate1996;recurrence-relation;proof;descriptive,no_question_uid_answer_record
go:2760,cse:1996:set1:main:q8,GATE CSE 1996 | Question: 8,https://gateoverflow.in/2760/gate-cse-1996-question-8,gate1996,gate1996;set-theory&algebra;relations;functions;normal;descriptive,no_question_uid_answer_record
go:2759,cse:1996:set1:main:q7,GATE CSE 1996 | Question: 7,https://gateoverflow.in/2759/gate-cse-1996-question-7,gate1996,gate1996;operating-system;virtual-memory;normal;descriptive,no_question_uid_answer_record
go:2757,cse:1996:set1:main:q5,GATE CSE 1996 | Question: 5,https://gateoverflow.in/2757/gate-cse-1996-question-5,gate1996,gate1996;digital-logic;normal;digital-circuits;descriptive,no_question_uid_answer_record
go:2756,cse:1996:set1:main:q4,GATE CSE 1996 | Question: 4,https://gateoverflow.in/2756/gate-cse-1996-question-4,gate1996,gate1996;data-structures;binary-search-tree;normal;descriptive,no_question_uid_answer_record
go:2755,cse:1996:set1:main:q3,GATE CSE 1996 | Question: 3,https://gateoverflow.in/2755/gate-cse-1996-question-3,gate1996,gate1996;calculus;continuity;differentiation;normal;descriptive,no_question_uid_answer_record
go:203837,cse:1995:set1:main:q15-b,GATE CSE 1995 | Question: 15-b,https://gateoverflow.in/203837/gate-cse-1995-question-15-b,gate1995,gate1995;digital-logic;boolean-algebra;k-map;normal;descriptive,no_question_uid_answer_record
go:2667,cse:1995:set1:main:q6,GATE CSE 1995 | Question: 6,https://gateoverflow.in/2667/gate-cse-1995-question-6,gate1995,gate1995;data-structures;binary-tree;normal;descriptive,no_question_uid_answer_record
go:2666,cse:1995:set1:main:q27,GATE CSE 1995 | Question: 27,https://gateoverflow.in/2666/gate-cse-1995-question-27,gate1995,gate1995;databases;relational-algebra;normal;descriptive,no_question_uid_answer_record
go:2665,cse:1995:set1:main:q26,GATE CSE 1995 | Question: 26,https://gateoverflow.in/2665/gate-cse-1995-question-26,gate1995,gate1995;databases;database-normalization;normal;descriptive,no_question_uid_answer_record
go:2663,cse:1995:set1:main:q24,GATE CSE 1995 | Question: 24,https://gateoverflow.in/2663/gate-cse-1995-question-24,gate1995,gate1995;graph-theory;degree-of-graph;proof;descriptive,no_question_uid_answer_record
go:2661,cse:1995:set1:main:q23,GATE CSE 1995 | Question: 23,https://gateoverflow.in/2661/gate-cse-1995-question-23,gate1995,gate1995;set-theory&algebra;proof;mathematical-induction;descriptive,no_question_uid_answer_record
go:2660,cse:1995:set1:main:q22,GATE CSE 1995 | Question: 22,https://gateoverflow.in/2660/gate-cse-1995-question-22,gate1995,gate1995;algorithms;graph-algorithms;spanning-tree;easy;descriptive,no_question_uid_answer_record
go:2659,cse:1995:set1:main:q21,GATE CSE 1995 | Question: 21,https://gateoverflow.in/2659/gate-cse-1995-question-21,gate1995,gate1995;set-theory&algebra;group-theory;normal;descriptive;proof,no_question_uid_answer_record
go:2658,cse:1995:set1:main:q20,GATE CSE 1995 | Question: 20,https://gateoverflow.in/2658/gate-cse-1995-question-20,gate1995,gate1995;operating-system;disk-scheduling;normal;descriptive,no_question_uid_answer_record
go:2656,cse:1995:set1:main:q19,GATE CSE 1995 | Question: 19,https://gateoverflow.in/2656/gate-cse-1995-question-19,gate1995,gate1995;operating-system;process-synchronization;normal;descriptive,no_question_uid_answer_record
go:2655,cse:1995:set1:main:q18,GATE CSE 1995 | Question: 18,https://gateoverflow.in/2655/gate-cse-1995-question-18,gate1995,gate1995;digital-logic;number-representation;normal;descriptive,no_question_uid_answer_record
go:2651,cse:1995:set1:main:q15-a,GATE CSE 1995 | Question: 15-a,https://gateoverflow.in/2651/gate-cse-1995-question-15-a,gate1995,gate1995;digital-logic;k-map;normal;descriptive,no_question_uid_answer_record
go:2650,cse:1995:set1:main:q14,GATE CSE 1995 | Question: 14,https://gateoverflow.in/2650/gate-cse-1995-question-14,gate1995,gate1995;operating-system;disk;normal;descriptive,no_question_uid_answer_record
go:2649,cse:1995:set1:main:q13,GATE CSE 1995 | Question: 13,https://gateoverflow.in/2649/gate-cse-1995-question-13,gate1995,gate1995;mathematical-logic;propositional-logic;normal;descriptive,no_question_uid_answer_record
go:2648,cse:1995:set1:main:q12,GATE CSE 1995 | Question: 12,https://gateoverflow.in/2648/gate-cse-1995-question-12,gate1995,gate1995;algorithms;sorting;easy;descriptive,no_question_uid_answer_record
go:2647,cse:1995:set1:main:q11,GATE CSE 1995 | Question: 11,https://gateoverflow.in/2647/gate-cse-1995-question-11,gate1995,gate1995;theory-of-computation;normal;decidability;proof;descriptive,no_question_uid_answer_record
go:2644,cse:1995:set1:main:q9,GATE CSE 1995 | Question: 9,https://gateoverflow.in/2644/gate-cse-1995-question-9,gate1995,gate1995;compiler-design;grammar;normal;descriptive,no_question_uid_answer_record
go:2643,cse:1995:set1:main:q8,GATE CSE 1995 | Question: 8,https://gateoverflow.in/2643/gate-cse-1995-question-8,gate1995,gate1995;compiler-design;parsing;normal;descriptive,no_question_uid_answer_record
go:2641,cse:1995:set1:main:q5,GATE CSE 1995 | Question: 5,https://gateoverflow.in/2641/gate-cse-1995-question-5,gate1995,gate1995;operating-system;memory-management;normal;descriptive,no_question_uid_answer_record
go:2640,cse:1995:set1:main:q4,GATE CSE 1995 | Question: 4,https://gateoverflow.in/2640/gate-cse-1995-question-4,gate1995,gate1995;algorithms;identify-function;normal;descriptive,no_question_uid_answer_record
go:2639,cse:1995:set1:main:q3,GATE CSE 1995 | Question: 3,https://gateoverflow.in/2639/gate-cse-1995-question-3,gate1995,gate1995;programming;identify-function;descriptive,no_question_uid_answer_record
go:360171,cse:1994:set1:main:q17b,GATE CSE 1994 | Question: 17b,https://gateoverflow.in/360171/gate-cse-1994-question-17b,gate1994,gate1994;compiler-design;normal;assembler;true-false;descriptive,no_question_uid_answer_record
go:360170,cse:1994:set1:main:q18b,GATE CSE 1994 | Question: 18b,https://gateoverflow.in/360170/gate-cse-1994-question-18b,gate1994,gate1994;compiler-design;normal;assembler;true-false;descriptive,no_question_uid_answer_record
go:360163,cse:1994:set1:main:q14b,GATE CSE 1994 | Question: 14b,https://gateoverflow.in/360163/gate-cse-1994-question-14b,gate1994,gate1994;databases;b-tree;normal;descriptive,no_question_uid_answer_record
go:2524,cse:1994:set1:main:q28,GATE CSE 1994 | Question: 28,https://gateoverflow.in/2524/gate-cse-1994-question-28,gate1994,gate1994;operating-system;resource-allocation;normal;descriptive,no_question_uid_answer_record
go:2523,cse:1994:set1:main:q27,GATE CSE 1994 | Question: 27,https://gateoverflow.in/2523/gate-cse-1994-question-27,gate1994,gate1994;operating-system;process-synchronization;normal;descriptive,no_question_uid_answer_record
go:2522,cse:1994:set1:main:q26,GATE CSE 1994 | Question: 26,https://gateoverflow.in/2522/gate-cse-1994-question-26,gate1994,gate1994;data-structures;queue;stack;normal;descriptive,no_question_uid_answer_record
go:2521,cse:1994:set1:main:q25,GATE CSE 1994 | Question: 25,https://gateoverflow.in/2521/gate-cse-1994-question-25,gate1994,gate1994;data-structures;array;normal;descriptive,no_question_uid_answer_record
go:2520,cse:1994:set1:main:q24,GATE CSE 1994 | Question: 24,https://gateoverflow.in/2520/gate-cse-1994-question-24,gate1994,gate1994;algorithms;graph-algorithms;normal;descriptive,no_question_uid_answer_record
go:2519,cse:1994:set1:main:q23,GATE CSE 1994 | Question: 23,https://gateoverflow.in/2519/gate-cse-1994-question-23,gate1994,gate1994;compiler-design;grammar;syntax-directed-translation;descriptive;unsolved,no_question_uid_answer_record
go:2516,cse:1994:set1:main:q20,GATE CSE 1994 | Question: 20,https://gateoverflow.in/2516/gate-cse-1994-question-20,gate1994,gate1994;compiler-design;grammar;normal;descriptive,no_question_uid_answer_record
go:2515,cse:1994:set1:main:q19,GATE CSE 1994 | Question: 19,https://gateoverflow.in/2515/gate-cse-1994-question-19,gate1994,gate1994;theory-of-computation;identify-class-language;normal;descriptive,no_question_uid_answer_record
go:2514,cse:1994:set1:main:q18a,GATE CSE 1994 | Question: 18a,https://gateoverflow.in/2514/gate-cse-1994-question-18a,gate1994,gate1994;compiler-design;normal;assembler;true-false;descriptive,no_question_uid_answer_record
go:2513,cse:1994:set1:main:q17a,GATE CSE 1994 | Question: 17a,https://gateoverflow.in/2513/gate-cse-1994-question-17a,gate1994,gate1994;compiler-design;normal;assembler;true-false;descriptive,no_question_uid_answer_record
go:2511,cse:1994:set1:main:q15,GATE CSE 1994 | Question: 15,https://gateoverflow.in/2511/gate-cse-1994-question-15,gate1994,gate1994;combinatory;proof;summation;descriptive,no_question_uid_answer_record
go:2510,cse:1994:set1:main:q14a,GATE CSE 1994 | Question: 14a,https://gateoverflow.in/2510/gate-cse-1994-question-14a,gate1994,gate1994;databases;b-tree;normal;descriptive,no_question_uid_answer_record
go:2509,cse:1994:set1:main:q13,GATE CSE 1994 | Question: 13,https://gateoverflow.in/2509/gate-cse-1994-question-13,gate1994,gate1994;databases;relational-algebra;sql;normal;descriptive,no_question_uid_answer_record
go:2508,cse:1994:set1:main:q12,GATE CSE 1994 | Question: 12,https://gateoverflow.in/2508/gate-cse-1994-question-12,gate1994,gate1994;co-and-architecture;machine-instructions;normal;descriptive,no_question_uid_answer_record
go:2505,cse:1994:set1:main:q9,GATE CSE 1994 | Question: 9,https://gateoverflow.in/2505/gate-cse-1994-question-9,gate1994,gate1994;computer-networks;error-detection;hamming-code;normal;descriptive,no_question_uid_answer_record
go:2504,cse:1994:set1:main:q8,GATE CSE 1994 | Question: 8,https://gateoverflow.in/2504/gate-cse-1994-question-8,gate1994,gate1994;data-structures;binary-tree;normal;descriptive,no_question_uid_answer_record
go:2503,cse:1994:set1:main:q7,GATE CSE 1994 | Question: 7,https://gateoverflow.in/2503/gate-cse-1994-question-7,gate1994,gate1994;algorithms;normal;algorithm-design;fill-in-the-blanks,no_question_uid_answer_record
go:2502,cse:1994:set1:main:q6,GATE CSE 1994 | Question: 6,https://gateoverflow.in/2502/gate-cse-1994-question-6,gate1994,gate1994;algorithms;identify-function;normal;descriptive,no_question_uid_answer_record
go:2501,cse:1994:set1:main:q5,GATE CSE 1994 | Question: 5,https://gateoverflow.in/2501/gate-cse-1994-question-5,gate1994,gate1994;data-structures;tree;proof;descriptive,no_question_uid_answer_record
go:2500,cse:1994:set1:main:q4,GATE CSE 1994 | Question: 4,https://gateoverflow.in/2500/gate-cse-1994-question-4,gate1994,gate1994;digital-logic;normal;boolean-algebra;descriptive,no_question_uid_answer_record
go:2498,cse:1994:set1:main:q3-12,GATE CSE 1994 | Question: 3.12,https://gateoverflow.in/2498/gate-cse-1994-question-3-12,gate1994,gate1994;linear-algebra;matrix;easy;descriptive,no_question_uid_answer_record
go:203351,cse:1993:set1:main:q24,GATE CSE 1993 | Question: 24,https://gateoverflow.in/203351/gate-cse-1993-question-24,gate1993,gate1993;databases;sql;relational-calculus;normal;descriptive,no_question_uid_answer_record
go:2324,cse:1993:set1:main:q28,GATE CSE 1993 | Question: 28,https://gateoverflow.in/2324/gate-cse-1993-question-28,gate1993,gate1993;set-theory&algebra;group-theory;normal;descriptive,no_question_uid_answer_record
go:2323,cse:1993:set1:main:q27,GATE CSE 1993 | Question: 27,https://gateoverflow.in/2323/gate-cse-1993-question-27,gate1993,gate1993;theory-of-computation;finite-automata;easy;descriptive,no_question_uid_answer_record
go:2322,cse:1993:set1:main:q26,GATE CSE 1993 | Question: 26,https://gateoverflow.in/2322/gate-cse-1993-question-26,gate1993,gate1993;compiler-design;parameter-passing;runtime-environment;normal;descriptive,no_question_uid_answer_record
go:2321,cse:1993:set1:main:q25,GATE CSE 1993 | Question: 25,https://gateoverflow.in/2321/gate-cse-1993-question-25,gate1993,gate1993;compiler-design;parsing;normal;descriptive,no_question_uid_answer_record
go:2320,cse:1993:set1:main:q23,GATE CSE 1993 | Question: 23,https://gateoverflow.in/2320/gate-cse-1993-question-23,gate1993,gate1993;databases;sql;relational-calculus;normal;descriptive,no_question_uid_answer_record
go:2319,cse:1993:set1:main:q22,GATE CSE 1993 | Question: 22,https://gateoverflow.in/2319/gate-cse-1993-question-22,gate1993,gate1993;operating-system;process-synchronization;normal;descriptive,no_question_uid_answer_record
go:2318,cse:1993:set1:main:q21,GATE CSE 1993 | Question: 21,https://gateoverflow.in/2318/gate-cse-1993-question-21,gate1993,gate1993;operating-system;page-replacement;normal;descriptive,no_question_uid_answer_record
go:2316,cse:1993:set1:main:q19,GATE CSE 1993 | Question: 19,https://gateoverflow.in/2316/gate-cse-1993-question-19,gate1993,gate1993;digital-logic;sequential-circuit;flip-flop;circuit-output;normal;descriptive,no_question_uid_answer_record
go:2315,cse:1993:set1:main:q18,GATE CSE 1993 | Question: 18,https://gateoverflow.in/2315/gate-cse-1993-question-18,gate1993,gate1993;mathematical-logic;normal;propositional-logic;proof;descriptive,no_question_uid_answer_record
go:2314,cse:1993:set1:main:q17,GATE CSE 1993 | Question: 17,https://gateoverflow.in/2314/gate-cse-1993-question-17,gate1993,gate1993;set-theory&algebra;easy;set-theory;descriptive,no_question_uid_answer_record
go:2313,cse:1993:set1:main:q16,GATE CSE 1993 | Question: 16,https://gateoverflow.in/2313/gate-cse-1993-question-16,gate1993,gate1993;data-structures;binary-tree;normal;descriptive,no_question_uid_answer_record
go:2310,cse:1993:set1:main:q13,GATE CSE 1993 | Question: 13,https://gateoverflow.in/2310/gate-cse-1993-question-13,gate1993,gate1993;data-structures;linked-list;normal;descriptive,no_question_uid_answer_record
go:2309,cse:1993:set1:main:q12,GATE CSE 1993 | Question: 12,https://gateoverflow.in/2309/gate-cse-1993-question-12,gate1993,gate1993;data-structures;array;normal;descriptive,no_question_uid_answer_record
go:2308,cse:1993:set1:main:q11,GATE CSE 1993 | Question: 11,https://gateoverflow.in/2308/gate-cse-1993-question-11,gate1993,gate1993;co-and-architecture;cache-memory;normal;descriptive,no_question_uid_answer_record
go:2307,cse:1993:set1:main:q10,GATE CSE 1993 | Question: 10,https://gateoverflow.in/2307/gate-cse-1993-question-10,gate1993,gate1993;co-and-architecture;addressing-modes;normal;descriptive,no_question_uid_answer_record
go:2306,cse:1993:set1:main:q9,GATE CSE 1993 | Question: 9,https://gateoverflow.in/2306/gate-cse-1993-question-9,gate1993,gate1993;digital-logic;combinational-circuit;adder;descriptive,no_question_uid_answer_record
go:2305,cse:1993:set1:main:q8-7,GATE CSE 1993 | Question: 8.7,https://gateoverflow.in/2305/gate-cse-1993-question-8-7,gate1993,gate1993;algorithms;time-complexity;easy,no_question_uid_answer_record
go:2303,cse:1993:set1:main:q8-5,GATE CSE 1993 | Question: 8.5,https://gateoverflow.in/2303/gate-cse-1993-question-8-5,gate1993,gate1993;set-theory&algebra;partial-order;easy,no_question_uid_answer_record
go:43600,cse:1992:set1:main:q07b,GATE CSE 1992 | Question: 07b,https://gateoverflow.in/43600/gate-cse-1992-question-07b,gate1992,gate1992;algorithms;recurrence-relation;descriptive,no_question_uid_answer_record
go:43584,cse:1992:set1:main:q10b,GATE CSE 1992 | Question: 10b,https://gateoverflow.in/43584/gate-cse-1992-question-10b,gate1992,gate1992;parameter-passing;programming;runtime-environment;normal;descriptive,no_question_uid_answer_record
go:43583,cse:1992:set1:main:q11b,GATE CSE 1992 | Question: 11b,https://gateoverflow.in/43583/gate-cse-1992-question-11b,gate1992,gate1992;compiler-design;syntax-directed-translation;intermediate-code;descriptive,no_question_uid_answer_record
go:43581,cse:1992:set1:main:q13b,GATE CSE 1992 | Question: 13b,https://gateoverflow.in/43581/gate-cse-1992-question-13b,gate1992,gate1992;databases;relational-algebra;normal;descriptive,no_question_uid_answer_record
