volume,page_no,line_index,ocr_line,reason,reason_code,reason_detail,candidate_uid
1,14,2,A. B. C. 2 D. x7,orphan_answer_without_id,orphan_answer_without_id,answer-like line without detectable id_str,
1,14,12,1 4 9,orphan_answer_without_id,orphan_answer_without_id,answer-like line without detectable id_str,
1,14,36,1.7.1 N/A 1.7.2 B 1.7.3 197.9 : 198.1 1.7.4 A;B;C 1.7.5 A,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,1.7.3
1,14,5,1.8.1 SUMMAT10N:GATE CSE 1994 1 QUEST10N:15 0F W0,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:1.8.1
1,14,17,1.8.2 SUMMAT10N:GATE CSE 2008 1 QUEST10N:24 0E AG,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:1.8.2
1,14,22,1.8.3 SUMMAT10N:GATE CSE 2015 SET 1 1 QUEST10N:26 MAR1A,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:1.8.3
1,14,28,1.1.1 N/A,unsupported_literal,unsupported_literal,,v1:1.1.1
1,14,28,1.2.1 N/A,unsupported_literal,unsupported_literal,,v1:1.2.1
1,14,29,1.2.4 N/A,unsupported_literal,unsupported_literal,,v1:1.2.4
1,14,29,1.2.5 N/A,unsupported_literal,unsupported_literal,,v1:1.2.5
1,14,30,1.2.9 N/A,unsupported_literal,unsupported_literal,,v1:1.2.9
1,14,34,1.4.1 N/A,unsupported_literal,unsupported_literal,,v1:1.4.1
1,14,36,1.7.1 N/A,unsupported_literal,unsupported_literal,,v1:1.7.1
1,14,37,1.8.1 N/A,unsupported_literal,unsupported_literal,,v1:1.8.1
1,30,9,2.1.3 X,unsupported_literal,unsupported_literal,,v1:2.1.3
1,30,9,2.2.1 N/A,unsupported_literal,unsupported_literal,,v1:2.2.1
1,30,9,2.2.2 N/A,unsupported_literal,unsupported_literal,,v1:2.2.2
1,30,10,2.2.3 N/A,unsupported_literal,unsupported_literal,,v1:2.2.3
1,30,14,2.4.1 N/A,unsupported_literal,unsupported_literal,,v1:2.4.1
1,30,14,2.4.2 N/A,unsupported_literal,unsupported_literal,,v1:2.4.2
1,30,14,2.4.3 N/A,unsupported_literal,unsupported_literal,,v1:2.4.3
1,30,14,2.4.4 N/A,unsupported_literal,unsupported_literal,,v1:2.4.4
1,30,15,2.4.5 N/A,unsupported_literal,unsupported_literal,,v1:2.4.5
1,30,15,2.4.8 N/A,unsupported_literal,unsupported_literal,,v1:2.4.8
1,30,15,2.4.9 N/A,unsupported_literal,unsupported_literal,,v1:2.4.9
1,30,16,2.4.12 N/A,unsupported_literal,unsupported_literal,,v1:2.4.12
1,30,23,2.7.1 Q-Q,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:2.7.1
1,30,23,2.7.2 N/A,unsupported_literal,unsupported_literal,,v1:2.7.2
1,30,23,2.7.4 N/A,unsupported_literal,unsupported_literal,,v1:2.7.4
1,47,3,3.3.40 PR0P0S1T10NAL L0G1C:GATE 1T 2004 1 QUEST10N:31 0FC,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:3.3.40
1,47,13,3.1.1 N/A,unsupported_literal,unsupported_literal,,v1:3.1.1
1,47,13,3.1.2 N/A,unsupported_literal,unsupported_literal,,v1:3.1.2
1,47,14,3.1.10 X,unsupported_literal,unsupported_literal,,v1:3.1.10
1,47,16,3.1.17 X,unsupported_literal,unsupported_literal,,v1:3.1.17
1,47,20,3.3.1 N/A,unsupported_literal,unsupported_literal,,v1:3.3.1
1,47,20,3.3.2 N/A,unsupported_literal,unsupported_literal,,v1:3.3.2
1,47,21,3.3.7 N/A,unsupported_literal,unsupported_literal,,v1:3.3.7
1,47,21,3.3.8 N/A,unsupported_literal,unsupported_literal,,v1:3.3.8
1,47,22,3.3.10 TRUE,unsupported_literal,unsupported_literal,,v1:3.3.10
1,47,22,3.3.11 N/A,unsupported_literal,unsupported_literal,,v1:3.3.11
1,47,23,3.3.16 N/A,unsupported_literal,unsupported_literal,,v1:3.3.16
1,47,24,3.3.20 N/A,unsupported_literal,unsupported_literal,,v1:3.3.20
1,79,4,4.13.25 SET THE0RY:GATE 1T 2005 1 QUEST10N:33 [MSE [MY,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:4.13.25
1,79,10,4.13.26 SET THE0RY:GATE 1T 2006 1 QUEST10N:23 0H0,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:4.13.26
1,79,18,4.13.27 SET THE0RY:GATE 1T 2006 1 QUEST10N:24 [M4 [M,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:4.13.27
1,79,25,4.1.1 N/A,unsupported_literal,unsupported_literal,,v1:4.1.1
1,79,25,4.1.2 N/A,unsupported_literal,unsupported_literal,,v1:4.1.2
1,79,26,4.2.1 TRUE,unsupported_literal,unsupported_literal,,v1:4.2.1
1,79,27,4.3.1 N/A,unsupported_literal,unsupported_literal,,v1:4.3.1
1,79,27,4.3.2 N/A,unsupported_literal,unsupported_literal,,v1:4.3.2
1,79,27,4.3.3 N/A,unsupported_literal,unsupported_literal,,v1:4.3.3
1,79,28,4.3.7 N/A,unsupported_literal,unsupported_literal,,v1:4.3.7
1,79,28,4.3.10 N/A,unsupported_literal,unsupported_literal,,v1:4.3.10
1,79,32,4.4.1 N/A,unsupported_literal,unsupported_literal,,v1:4.4.1
1,79,33,4.4.2 N/A,unsupported_literal,unsupported_literal,,v1:4.4.2
1,79,33,4.4.3 N/A,unsupported_literal,unsupported_literal,,v1:4.4.3
1,79,33,4.4.4 N/A,unsupported_literal,unsupported_literal,,v1:4.4.4
1,79,33,4.4.5 C 4.46 D,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:4.4.5
1,79,34,4.4.7 N;A 448 C 449 C,unsupported_separator_pattern,unsupported_separator_pattern,,v1:4.4.7
1,79,34,4.4.11 N/A,unsupported_literal,unsupported_literal,,v1:4.4.11
1,79,35,4.4.12 N/A,unsupported_literal,unsupported_literal,,v1:4.4.12
1,79,35,4.4.13 N/A,unsupported_literal,unsupported_literal,,v1:4.4.13
1,79,39,4.4.32 B:D,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:4.4.32
1,79,39,4.6.1 N/A,unsupported_literal,unsupported_literal,,v1:4.6.1
1,79,39,4.6.2 N/A,unsupported_literal,unsupported_literal,,v1:4.6.2
1,92,0,25 3,orphan_answer_without_id,orphan_answer_without_id,answer-like line without detectable id_str,
1,92,4,1 1 1,orphan_answer_without_id,orphan_answer_without_id,answer-like line without detectable id_str,
1,92,26,5.4.9 A 5.4.10 0.288 : 0.289 5.4.11 B 5.5.1 1 5.5.2 1,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,5.4.10
1,92,28,5.5.8 C 5.5.9 C 5.5.10 0.25 : 0.25 5.5.11 -0.5 5.5.12 0.5:0.5,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,5.5.10
1,92,28,5.5.8 C 5.5.9 C 5.5.10 0.25 : 0.25 5.5.11 -0.5 5.5.12 0.5:0.5,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,5.5.12
1,92,8,5.7.1 P0LYN0M1ALS:GATE CSE 1987 1 QUEST10N:1-XX11 0N0,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:5.7.1
1,92,13,5.7.2 P0LYN0M1ALS:GATE CSE 1995 1 QUEST10N:2.8 0F G1,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:5.7.2
1,92,20,5.1.1 N/A,unsupported_literal,unsupported_literal,,v1:5.1.1
1,92,23,5.3.7 -2.1:-1.9,nat_range_mismatch,nat_range_mismatch,,v1:5.3.7
1,92,24,5.4.1 N/A,unsupported_literal,unsupported_literal,,v1:5.4.1
1,92,24,5.4.2 N/A,unsupported_literal,unsupported_literal,,v1:5.4.2
1,136,15,7.1.1 0.25:0.25 7.2.1 C 7.2.2 0.125 7.3.1 A 7.4.1 C,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,7.1.1
1,136,19,7.5.11 Sat 7.5.12 0.04 : 0.04 7.5.13 0.375 7.5.14 C 7.6.1 0.5,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,7.5.12
1,136,21,7.7.6 3.8 :3.9 T07 B 7.7.8 D 7.79 D 7.7.10 C,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,7.7.6
1,136,22,7.7.11 A 7.7.12 66.6:66.7 7.7.13 C 7.8.1 0.35 : 0.39 7.8.2 A,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,7.7.12
1,136,22,7.7.11 A 7.7.12 66.6:66.7 7.7.13 C 7.8.1 0.35 : 0.39 7.8.2 A,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,7.8.1
1,136,30,7.12.21 0.49:0.51 7.12.22 C 7.12.23 0.25 7.12.24 B 7.12.25 B,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,7.12.21
1,136,31,7.12.26 B 7.12.27 B 7.12.28 X 7.13.1 C 7.14.1 0.300:0.302,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,7.14.1
1,136,17,7.5.2 N/A,unsupported_literal,unsupported_literal,,v1:7.5.2
1,136,19,7.5.11 SAT,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:7.5.11
1,136,20,7.7.4 C 7.75 C,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:7.7.4
1,136,21,3.8.3 9 T07 B,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:3.8.3
1,136,21,7.7.8 D 7.79 D,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:7.7.8
1,136,25,7.11.1 N/A,unsupported_literal,unsupported_literal,,v1:7.11.1
1,136,28,7.12.13 |S,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:7.12.13
1,136,28,"7.12.14 0S"" 712.15 0.25",letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:7.12.14
1,136,29,7.12.16 C35 74217 0C 7.1218 A 712.19 BC 71220 B,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:7.12.16
1,136,31,7.12.28 X,unsupported_literal,unsupported_literal,,v1:7.12.28
1,171,8,8.9.15 X,unsupported_literal,unsupported_literal,,v1:8.9.15
1,171,10,8.9.25 S,invalid_mcq_option,invalid_mcq_option,,v1:8.9.25
1,171,11,8.9.26 X,unsupported_literal,unsupported_literal,,v1:8.9.26
1,171,12,8.9.35 S,invalid_mcq_option,invalid_mcq_option,,v1:8.9.35
1,279,2,9.70.15 W0RK T1ME:GATE2019 EC:GA-3 0R,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:9.70.15
1,279,9,9.70.16 W0RK T1ME:GATE2019 EE:GA-4 0N0,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:9.70.16
1,279,15,9.70.17 W0RK T1ME:GATE2019 ME-2:GA-7 L0G0,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:9.70.17
1,279,37,9.12.5 X,unsupported_literal,unsupported_literal,,v1:9.12.5
1,280,1,9.14.4 A 9.14.5 ) 9.15.1 B 9.15.2 B 9.15.3 C,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,9.14.5
1,280,2,9.15.4 0.4895 : 0.4897 9.15.5 B 9.15.6 B 9.16.1 A 9.17.1 C,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,9.15.4
1,280,17,9.28.19 D 9.28.20 22.2: 22.3 9.28.21 D 9.28.22 C 9.28.23 B,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,9.28.20
1,280,36,9.43.7 B 9.43.8 D 9.43.9 C 9.43.10 D 9.43.11 ),id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,9.43.11
1,280,40,9.45.2 C 9.45.3 D 9.45.4 C 9.45.5 X 9.45.6 ),id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,9.45.6
1,280,13,9.28.2 X,unsupported_literal,unsupported_literal,,v1:9.28.2
1,280,31,9.41.4 X,unsupported_literal,unsupported_literal,,v1:9.41.4
1,280,34,9.42.14 X,unsupported_literal,unsupported_literal,,v1:9.42.14
1,280,40,9.45.5 X,unsupported_literal,unsupported_literal,,v1:9.45.5
1,281,7,9.49.28 X,unsupported_literal,unsupported_literal,,v1:9.49.28
1,281,20,9.58.1 X,unsupported_literal,unsupported_literal,,v1:9.58.1
1,281,37,9.70.13 X,unsupported_literal,unsupported_literal,,v1:9.70.13
1,281,38,9.70.16 S,invalid_mcq_option,invalid_mcq_option,,v1:9.70.16
1,300,2,D.,orphan_answer_without_id,orphan_answer_without_id,answer-like line without detectable id_str,
1,300,16,C.,orphan_answer_without_id,orphan_answer_without_id,answer-like line without detectable id_str,
1,300,4,10.8.8 PATTERNS 1N TW0 D1MENS10NS:GATE ELECTR1CAL 2023 1 GA QUEST10N:5 0K AG,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:10.8.8
1,300,9,10.8.9 PATTERNS 1N TW0 D1MENS10NS:GATE MECHAN1CAL 2022 SET 1 1 GA QUEST10N:5 A ' [A,letters_present_in_numeric_token,letters_present_in_numeric_token,,v1:10.8.9
1,301,0,10.6.1 10.6.2 10.6.3 10.6.4 1065,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,10.6.1
1,301,0,10.6.1 10.6.2 10.6.3 10.6.4 1065,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,10.6.2
1,301,0,10.6.1 10.6.2 10.6.3 10.6.4 1065,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,10.6.3
1,301,1,10.6.11 10.6.12 10.7.1 10.7.2 10.7.3,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,10.6.11
1,301,1,10.6.11 10.6.12 10.7.1 10.7.2 10.7.3,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,10.6.12
1,301,1,10.6.11 10.6.12 10.7.1 10.7.2 10.7.3,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,10.7.1
1,301,1,10.6.11 10.6.12 10.7.1 10.7.2 10.7.3,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,10.7.2
1,301,1,10.6.11 10.6.12 10.7.1 10.7.2 10.7.3,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,10.7.3
1,301,2,10.8.1 10.8.2 10.8.3 10.8.4 1085 |,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,10.8.1
1,301,2,10.8.1 10.8.2 10.8.3 10.8.4 1085 |,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,10.8.2
1,301,2,10.8.1 10.8.2 10.8.3 10.8.4 1085 |,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,10.8.3
1,372,27,11.19.2 B 11.19.3 C 11.19.4 C 11.19.5 B 11.19.6 ),id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,11.19.6
1,372,39,11.20.37 C 11.20.38 ) 11.20.39 C 11.20.40 C 11.21.1 A,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,11.20.38
2,90,5,1.1.1 N/A,unsupported_literal,unsupported_literal,,v2:1.1.1
2,90,5,1.1.2 N/A,unsupported_literal,unsupported_literal,,v2:1.1.2
2,90,6,1.2.1 N/A,unsupported_literal,unsupported_literal,,v2:1.2.1
2,90,7,1.2.2 N/A,unsupported_literal,unsupported_literal,,v2:1.2.2
2,90,8,1.3.1 X,unsupported_literal,unsupported_literal,,v2:1.3.1
2,90,14,1.9.1 N/A,unsupported_literal,unsupported_literal,,v2:1.9.1
2,90,19,1.14.1 N/A,unsupported_literal,unsupported_literal,,v2:1.14.1
2,90,25,1.16.2 N/A,unsupported_literal,unsupported_literal,,v2:1.16.2
2,91,26,1.27.22 D 1.27.23 A 1.27.24 A 1.27.25 s) 1.27.26 2.32 :2.33,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,1.27.26
2,91,36,1.31.17 C 1.31.18 B 1.31.19 147.1: 148.1 1.31.20 D 1.31.21 D,id_without_answer,id_without_answer,id_str detected but no answer token found before lookahead window expiry,1.31.19
2,91,1,1.18.1 N/A,unsupported_literal,unsupported_literal,,v2:1.18.1
2,91,2,1.18.2 N/A,unsupported_literal,unsupported_literal,,v2:1.18.2
2,91,2,1.18.5 N/A,unsupported_literal,unsupported_literal,,v2:1.18.5
2,91,3,1.18.8 N/A,unsupported_literal,unsupported_literal,,v2:1.18.8
2,91,11,1.24.1 B;D;E,invalid_mcq_option,invalid_mcq_option,,v2:1.24.1
2,91,12,1.24.2 N/A,unsupported_literal,unsupported_literal,,v2:1.24.2
2,91,12,1.24.4 N/A,unsupported_literal,unsupported_literal,,v2:1.24.4
2,91,12,1.24.5 N/A,unsupported_literal,unsupported_literal,,v2:1.24.5
2,91,13,1.24.7 N/A,unsupported_literal,unsupported_literal,,v2:1.24.7
2,91,15,1.24.18 X,unsupported_literal,unsupported_literal,,v2:1.24.18
2,91,19,1.26.2 N/A,unsupported_literal,unsupported_literal,,v2:1.26.2
2,91,19,1.26.3 N/A,unsupported_literal,unsupported_literal,,v2:1.26.3
2,91,21,1.27.1 N/A,unsupported_literal,unsupported_literal,,v2:1.27.1
2,91,22,1.27.2 N/A,unsupported_literal,unsupported_literal,,v2:1.27.2
2,91,22,1.27.3 N/A,unsupported_literal,unsupported_literal,,v2:1.27.3
2,91,22,1.27.4 N/A,unsupported_literal,unsupported_literal,,v2:1.27.4
